Data;N1;N2;N3;N4;N5;N6
27/04/2013;1;15;24;26;28;48
02/05/2013;1;3;31;32;43;52
04/05/2013;6;26;45;50;56;60
08/05/2013;4;9;18;44;46;48
11/05/2013;7;12;24;27;30;49
15/05/2013;2;14;24;28;35;50
18/05/2013;4;13;14;44;49;57
22/05/2013;14;18;28;41;47;54
25/05/2013;4;5;7;27;45;58
29/05/2013;6;11;27;40;46;49
01/06/2013;8;22;26;33;37;54
05/06/2013;10;18;31;43;57;59
08/06/2013;1;7;13;29;37;54
12/06/2013;6;22;43;51;52;57
15/06/2013;3;4;16;22;36;42
19/06/2013;2;10;12;30;41;42
22/06/2013;1;2;6;9;16;32
26/06/2013;3;14;18;34;42;49
29/06/2013;24;46;50;51;52;56
03/07/2013;17;18;30;35;39;58
06/07/2013;1;6;27;46;51;59
10/07/2013;1;8;17;44;46;53
13/07/2013;4;8;17;29;31;45
17/07/2013;11;28;35;42;46;58
20/07/2013;17;28;31;56;57;58
24/07/2013;16;17;23;42;59;60
27/07/2013;4;13;14;18;49;59
31/07/2013;4;18;20;34;45;60
03/08/2013;7;17;38;45;52;56
06/08/2013;8;9;28;41;48;55
08/08/2013;5;6;15;23;56;59
10/08/2013;7;31;35;36;46;48
14/08/2013;11;14;18;30;33;39
17/08/2013;5;8;23;32;33;56
21/08/2013;22;25;31;39;41;44
24/08/2013;2;12;40;46;52;53
28/08/2013;2;26;30;35;46;54
31/08/2013;10;16;28;47;51;59
04/09/2013;16;32;36;42;44;48
06/09/2013;4;13;15;19;36;58
11/09/2013;11;15;17;34;35;49
14/09/2013;10;16;28;33;48;53
18/09/2013;12;13;24;41;42;44
21/09/2013;2;11;23;31;42;44
25/09/2013;13;21;29;34;47;57
28/09/2013;1;12;28;29;34;48
02/10/2013;8;9;25;41;54;55
05/10/2013;13;18;29;32;50;58
09/10/2013;6;10;33;50;51;56
11/10/2013;23;27;35;52;53;57
16/10/2013;8;10;20;26;49;58
19/10/2013;3;17;27;32;47;54
23/10/2013;5;24;37;44;49;58
26/10/2013;7;11;12;30;39;57
30/10/2013;7;15;20;23;30;41
01/11/2013;2;21;30;35;45;50
06/11/2013;4;6;11;24;45;48
09/11/2013;4;17;38;44;53;60
13/11/2013;2;9;10;18;21;28
16/11/2013;19;41;42;44;47;54
20/11/2013;10;12;16;20;32;53
23/11/2013;9;13;21;27;36;56
27/11/2013;2;15;19;21;23;38
30/11/2013;7;18;24;26;39;46
04/12/2013;20;21;22;29;46;60
07/12/2013;30;32;49;50;52;53
11/12/2013;2;5;23;33;52;59
14/12/2013;1;4;7;10;11;52
17/12/2013;4;16;18;31;45;46
19/12/2013;7;15;17;31;42;54
21/12/2013;8;12;16;29;37;58
31/12/2013;20;30;36;38;47;53
02/01/2014;23;26;28;54;55;60
04/01/2014;10;12;23;37;47;51
09/01/2014;1;6;13;20;36;43
11/01/2014;25;38;44;46;53;54
15/01/2014;18;37;39;41;43;51
18/01/2014;5;6;11;32;36;60
22/01/2014;2;15;30;38;48;53
25/01/2014;19;24;25;28;42;58
29/01/2014;5;15;18;31;42;53
01/02/2014;15;18;24;42;46;56
05/02/2014;3;29;32;46;55;60
08/02/2014;20;27;42;45;46;47
12/02/2014;7;16;21;35;36;38
15/02/2014;6;27;28;33;46;48
19/02/2014;1;4;5;14;45;56
22/02/2014;13;15;21;26;30;46
26/02/2014;11;14;25;32;51;59
01/03/2014;3;6;30;37;53;56
05/03/2014;25;34;40;49;51;60
08/03/2014;1;6;14;17;33;36
12/03/2014;14;15;25;30;31;34
15/03/2014;1;4;13;17;38;48
19/03/2014;2;9;17;18;45;47
22/03/2014;3;22;27;28;50;54
26/03/2014;2;43;47;48;49;55
29/03/2014;8;39;43;46;47;58
02/04/2014;8;19;21;30;52;56
05/04/2014;23;29;32;36;45;49
09/04/2014;4;5;11;19;41;51
12/04/2014;7;20;34;40;44;55
16/04/2014;4;10;23;33;38;55
19/04/2014;31;36;38;41;42;49
23/04/2014;4;9;17;18;21;38
26/04/2014;6;7;8;23;43;53
30/04/2014;2;5;8;42;46;59
03/05/2014;1;5;7;10;12;45
07/05/2014;5;10;16;44;50;52
10/05/2014;29;31;36;42;47;53
14/05/2014;3;10;15;35;36;58
17/05/2014;9;23;32;35;46;57
21/05/2014;8;10;24;45;56;60
24/05/2014;8;12;22;35;40;44
28/05/2014;13;20;27;31;53;60
31/05/2014;2;21;24;27;40;51
04/06/2014;9;19;21;30;31;42
07/06/2014;1;15;37;42;46;54
11/06/2014;7;31;32;41;51;52
14/06/2014;5;6;17;43;54;59
18/06/2014;2;6;13;26;53;60
21/06/2014;1;4;9;35;36;53
25/06/2014;24;28;47;50;51;58
28/06/2014;6;13;17;36;42;51
02/07/2014;4;18;31;44;46;49
05/07/2014;14;17;21;27;43;49
09/07/2014;5;20;26;31;33;44
12/07/2014;28;31;40;42;46;58
16/07/2014;3;23;26;31;47;54
19/07/2014;9;20;24;43;51;52
23/07/2014;5;8;17;42;46;47
26/07/2014;13;23;27;34;38;57
30/07/2014;10;22;24;38;39;49
02/08/2014;4;5;7;21;45;53
05/08/2014;33;43;49;50;56;59
07/08/2014;2;27;32;41;47;58
09/08/2014;11;22;36;40;45;52
13/08/2014;3;5;14;35;43;52
16/08/2014;20;26;32;41;45;57
20/08/2014;26;29;34;38;50;60
23/08/2014;4;20;24;35;47;59
27/08/2014;1;7;30;43;44;54
30/08/2014;4;29;44;47;48;60
03/09/2014;6;18;24;27;56;59
06/09/2014;1;2;11;13;36;49
10/09/2014;9;10;23;33;44;51
13/09/2014;8;23;28;30;32;51
17/09/2014;19;26;33;35;51;52
20/09/2014;1;5;24;47;55;56
24/09/2014;1;2;38;41;42;58
27/09/2014;16;29;34;35;49;51
01/10/2014;2;6;18;23;31;46
04/10/2014;23;29;30;33;46;51
08/10/2014;3;23;42;43;47;60
11/10/2014;16;19;20;28;37;60
15/10/2014;10;13;16;22;34;60
18/10/2014;8;18;21;31;37;38
22/10/2014;19;23;34;40;41;58
25/10/2014;12;17;23;38;53;54
29/10/2014;15;16;18;20;22;48
01/11/2014;24;33;38;42;44;54
05/11/2014;17;23;29;38;57;60
08/11/2014;8;27;35;38;41;44
12/11/2014;7;24;26;28;44;57
14/11/2014;1;21;22;27;32;45
19/11/2014;7;16;33;42;50;58
22/11/2014;7;24;28;46;53;56
26/11/2014;4;6;11;43;54;56
29/11/2014;7;10;14;37;45;54
03/12/2014;7;11;19;23;40;49
06/12/2014;4;10;20;33;37;49
10/12/2014;8;17;34;38;42;51
13/12/2014;13;16;27;43;48;58
17/12/2014;10;14;25;29;33;57
20/12/2014;18;20;27;40;49;55
24/12/2014;8;21;23;29;36;48
31/12/2014;1;5;11;16;20;56
03/01/2015;1;2;23;27;45;51
07/01/2015;7;12;24;44;51;56
10/01/2015;5;40;47;52;55;57
14/01/2015;28;29;31;45;48;49
17/01/2015;1;17;19;30;33;47
21/01/2015;21;27;31;45;55;56
24/01/2015;1;3;5;10;20;42
28/01/2015;5;10;23;24;35;47
31/01/2015;22;30;42;50;58;59
04/02/2015;3;18;34;35;36;56
07/02/2015;1;2;11;37;48;51
11/02/2015;10;15;28;33;51;52
14/02/2015;9;11;17;19;35;52
18/02/2015;1;2;27;28;46;47
21/02/2015;23;37;38;46;47;51
25/02/2015;1;6;8;11;33;50
28/02/2015;7;13;35;37;39;51
04/03/2015;4;12;32;33;34;48
07/03/2015;9;12;18;31;39;50
11/03/2015;3;18;31;39;46;51
14/03/2015;9;14;37;44;46;55
18/03/2015;15;24;37;46;49;58
21/03/2015;18;23;30;32;42;56
25/03/2015;2;5;13;27;41;53
28/03/2015;21;24;26;35;45;53
01/04/2015;1;10;24;39;45;58
04/04/2015;11;13;14;27;44;56
08/04/2015;5;15;18;19;21;38
11/04/2015;20;29;34;37;45;57
15/04/2015;24;36;38;43;44;58
18/04/2015;1;12;17;31;37;46
22/04/2015;8;23;30;51;53;58
25/04/2015;11;13;24;28;44;45
29/04/2015;1;6;10;30;33;38
02/05/2015;15;18;41;48;50;58
05/05/2015;3;9;18;32;40;56
07/05/2015;17;19;33;35;39;52
09/05/2015;3;23;26;35;39;49
13/05/2015;1;7;11;32;51;59
16/05/2015;25;27;29;37;50;51
20/05/2015;12;31;34;36;48;56
23/05/2015;7;16;20;27;36;52
27/05/2015;17;29;32;38;45;50
30/05/2015;7;19;30;35;42;47
03/06/2015;7;21;28;56;58;59
06/06/2015;22;26;38;39;45;50
10/06/2015;2;12;19;29;50;59
13/06/2015;3;10;16;23;27;29
17/06/2015;2;8;24;36;51;52
20/06/2015;16;20;35;40;53;60
24/06/2015;2;25;36;41;42;53
27/06/2015;2;9;16;37;44;58
01/07/2015;4;30;31;32;47;53
04/07/2015;1;22;31;34;44;54
07/07/2015;18;23;31;39;49;57
09/07/2015;4;12;19;33;36;38
11/07/2015;9;23;39;41;49;58
15/07/2015;14;27;30;46;52;60
18/07/2015;27;33;37;39;58;60
22/07/2015;16;18;26;30;31;34
25/07/2015;3;10;42;49;54;57
29/07/2015;4;6;19;20;40;41
01/08/2015;3;8;28;39;42;59
04/08/2015;7;14;23;43;44;53
06/08/2015;1;10;17;24;42;51
08/08/2015;5;18;27;43;49;59
12/08/2015;25;34;38;45;53;60
15/08/2015;3;5;9;14;41;46
19/08/2015;12;17;25;29;41;52
22/08/2015;6;16;33;34;45;46
26/08/2015;12;13;24;29;32;41
29/08/2015;5;8;42;50;51;59
02/09/2015;12;28;37;46;48;53
05/09/2015;9;10;17;32;34;46
09/09/2015;10;15;25;38;47;53
12/09/2015;15;18;20;32;48;49
16/09/2015;11;19;21;23;27;52
19/09/2015;4;10;29;31;34;35
23/09/2015;9;12;14;29;42;56
26/09/2015;9;13;18;47;52;60
30/09/2015;6;18;37;40;41;58
03/10/2015;6;33;34;48;53;59
07/10/2015;2;10;13;41;49;53
10/10/2015;3;13;14;29;33;43
13/10/2015;15;17;20;31;41;48
15/10/2015;15;22;23;42;51;57
17/10/2015;9;36;37;53;55;60
21/10/2015;8;15;29;35;45;54
24/10/2015;20;27;30;31;40;53
28/10/2015;2;5;8;18;30;48
31/10/2015;6;13;14;28;35;45
04/11/2015;13;25;28;37;43;56
07/11/2015;6;11;16;23;36;42
10/11/2015;2;14;21;22;51;60
13/11/2015;10;24;25;36;47;48
14/11/2015;9;10;36;50;53;55
18/11/2015;26;32;42;45;55;59
21/11/2015;9;12;15;21;31;36
25/11/2015;6;7;29;39;41;55
28/11/2015;1;6;28;37;56;58
02/12/2015;22;23;41;46;53;60
05/12/2015;16;26;35;39;44;45
09/12/2015;5;7;11;34;35;50
12/12/2015;32;37;44;47;54;60
16/12/2015;11;26;27;30;34;41
19/12/2015;2;20;27;28;32;38
22/12/2015;12;19;27;39;41;45
24/12/2015;15;30;39;41;45;59
26/12/2015;1;12;20;30;52;60
31/12/2015;2;18;31;42;51;56
02/01/2016;10;11;14;19;39;48
06/01/2016;4;19;38;44;52;55
09/01/2016;4;10;38;40;45;48
12/01/2016;12;25;30;39;56;57
14/01/2016;6;20;22;31;33;34
16/01/2016;1;8;22;49;52;53
20/01/2016;6;18;34;47;52;57
23/01/2016;4;6;16;18;21;38
27/01/2016;4;15;26;30;54;55
30/01/2016;5;11;27;41;42;54
02/02/2016;2;6;8;21;25;34
04/02/2016;1;5;13;25;26;29
06/02/2016;3;13;42;45;56;59
10/02/2016;6;25;43;57;58;59
13/02/2016;11;13;26;27;28;50
17/02/2016;12;18;46;50;53;55
20/02/2016;2;16;17;18;41;47
24/02/2016;13;14;22;54;56;58
27/02/2016;1;5;34;37;40;60
02/03/2016;30;42;47;50;55;58
05/03/2016;22;23;34;48;53;54
08/03/2016;2;13;14;35;54;57
10/03/2016;2;9;23;28;45;53
12/03/2016;1;3;4;39;51;53
16/03/2016;6;11;16;19;31;56
19/03/2016;6;19;34;43;45;54
23/03/2016;2;6;13;14;17;44
26/03/2016;4;8;29;38;49;50
30/03/2016;20;21;28;48;50;59
02/04/2016;17;22;27;31;49;57
06/04/2016;11;20;35;42;55;58
09/04/2016;1;15;16;22;25;43
13/04/2016;2;14;20;25;41;45
16/04/2016;9;12;23;24;46;54
20/04/2016;1;10;25;43;50;56
23/04/2016;5;17;32;35;37;57
27/04/2016;20;23;32;34;37;45
30/04/2016;9;11;13;15;19;51
03/05/2016;9;11;27;46;51;53
05/05/2016;8;11;25;39;41;60
07/05/2016;5;10;12;22;28;46
11/05/2016;1;4;26;39;47;55
14/05/2016;2;6;10;15;53;56
18/05/2016;17;18;26;30;33;37
21/05/2016;3;19;23;27;40;45
25/05/2016;19;22;31;36;52;53
28/05/2016;1;22;26;43;50;53
01/06/2016;4;9;21;34;54;59
04/06/2016;5;6;12;19;30;60
07/06/2016;10;11;21;50;51;54
09/06/2016;17;19;32;43;48;51
11/06/2016;26;33;42;43;53;54
15/06/2016;6;11;32;40;48;59
18/06/2016;7;13;24;30;32;53
22/06/2016;3;7;29;37;54;60
25/06/2016;15;27;28;32;48;55
29/06/2016;14;34;46;47;56;57
02/07/2016;2;3;7;16;27;42
06/07/2016;2;17;22;24;48;51
09/07/2016;8;28;36;47;50;58
12/07/2016;8;15;18;45;59;60
14/07/2016;41;44;48;50;54;57
16/07/2016;5;8;24;30;57;59
20/07/2016;7;22;28;32;56;58
23/07/2016;15;17;33;41;47;48
27/07/2016;3;6;13;38;49;51
30/07/2016;16;18;22;24;34;43
03/08/2016;8;26;28;33;41;54
06/08/2016;3;4;37;39;48;50
09/08/2016;3;9;13;29;30;51
11/08/2016;6;24;26;30;34;49
13/08/2016;1;6;45;49;50;57
17/08/2016;9;40;41;50;55;58
20/08/2016;3;5;11;27;35;44
24/08/2016;23;24;32;38;40;41
27/08/2016;8;18;21;22;35;37
31/08/2016;13;17;29;45;49;50
03/09/2016;1;2;34;39;41;45
08/09/2016;25;30;31;34;43;59
10/09/2016;6;10;15;24;38;39
14/09/2016;2;9;14;22;32;37
17/09/2016;13;23;25;35;52;53
20/09/2016;22;28;30;33;55;59
22/09/2016;1;13;14;21;26;51
24/09/2016;10;30;36;40;44;60
28/09/2016;2;4;9;35;45;60
01/10/2016;2;8;35;42;49;56
05/10/2016;16;23;45;56;58;59
08/10/2016;4;5;14;37;40;60
13/10/2016;1;5;31;32;37;42
15/10/2016;14;17;36;38;44;60
18/10/2016;3;10;17;21;22;43
20/10/2016;1;5;23;25;28;31
22/10/2016;11;23;24;26;40;52
26/10/2016;18;20;30;32;33;40
29/10/2016;3;11;17;33;52;58
03/11/2016;11;13;25;39;46;56
05/11/2016;5;25;28;41;53;54
08/11/2016;10;28;37;43;44;47
10/11/2016;1;45;47;52;53;55
12/11/2016;7;18;39;41;44;51
16/11/2016;13;16;23;24;32;35
19/11/2016;12;16;26;40;56;57
23/11/2016;5;10;20;57;58;59
26/11/2016;5;16;19;37;51;56
30/11/2016;3;10;30;44;53;56
03/12/2016;9;10;19;35;37;41
07/12/2016;16;27;28;47;59;60
10/12/2016;1;4;23;32;38;59
14/12/2016;7;14;18;23;32;59
17/12/2016;3;7;15;40;45;54
20/12/2016;11;23;34;41;46;56
22/12/2016;1;10;17;18;45;48
24/12/2016;16;23;25;28;30;44
31/12/2016;5;11;22;24;51;53
04/01/2017;1;3;19;23;47;58
07/01/2017;6;17;22;30;37;50
11/01/2017;16;17;19;28;45;58
14/01/2017;21;31;35;53;54;57
18/01/2017;2;3;5;10;15;34
21/01/2017;3;6;14;15;21;25
25/01/2017;9;22;25;47;52;58
28/01/2017;12;34;45;53;55;58
01/02/2017;20;23;35;36;44;48
04/02/2017;8;11;27;28;43;46
08/02/2017;11;12;26;30;37;53
11/02/2017;2;7;9;18;21;25
15/02/2017;9;10;15;28;43;45
18/02/2017;12;15;18;21;51;56
21/02/2017;29;35;43;54;56;57
23/02/2017;6;27;33;39;40;60
25/02/2017;3;25;35;38;44;48
01/03/2017;4;10;13;23;27;57
04/03/2017;11;40;43;45;47;57
08/03/2017;6;9;15;22;39;48
11/03/2017;16;18;23;30;32;33
15/03/2017;10;13;33;35;36;42
18/03/2017;4;14;17;43;52;56
22/03/2017;16;29;33;39;42;44
25/03/2017;2;20;21;33;48;57
29/03/2017;3;9;18;23;50;52
01/04/2017;4;21;25;33;36;46
05/04/2017;16;17;20;22;38;50
08/04/2017;11;28;37;45;54;60
12/04/2017;25;31;33;39;43;45
15/04/2017;10;15;16;19;28;35
19/04/2017;20;22;36;38;41;43
22/04/2017;9;34;42;45;46;59
26/04/2017;12;16;30;52;53;58
29/04/2017;1;17;38;43;45;47
03/05/2017;2;3;14;20;30;46
06/05/2017;5;11;13;19;30;31
09/05/2017;10;26;28;51;53;59
11/05/2017;3;10;23;36;43;52
13/05/2017;4;17;18;37;52;56
17/05/2017;2;8;9;15;22;34
20/05/2017;10;16;21;29;44;55
24/05/2017;2;14;15;19;35;59
27/05/2017;8;23;35;39;56;59
31/05/2017;1;3;10;17;23;24
03/06/2017;3;12;24;40;51;52
07/06/2017;6;10;24;29;43;55
10/06/2017;10;16;32;40;42;54
14/06/2017;7;24;29;39;45;52
17/06/2017;9;13;16;17;36;47
21/06/2017;1;9;24;38;48;49
24/06/2017;6;18;20;24;43;48
28/06/2017;9;11;12;30;39;43
01/07/2017;8;9;39;47;57;59
04/07/2017;4;8;10;21;45;54
06/07/2017;4;6;39;44;52;60
08/07/2017;8;33;40;52;55;59
12/07/2017;12;20;24;28;33;57
15/07/2017;1;6;14;22;30;56
19/07/2017;10;21;32;34;48;57
22/07/2017;14;16;19;21;33;55
26/07/2017;9;21;36;38;52;53
29/07/2017;9;26;29;42;43;45
02/08/2017;9;25;33;35;40;49
05/08/2017;15;27;33;36;41;45
08/08/2017;5;8;20;28;40;45
10/08/2017;2;14;22;23;29;47
12/08/2017;15;20;22;24;34;55
16/08/2017;8;21;27;35;43;56
19/08/2017;1;18;25;37;39;43
23/08/2017;17;25;26;30;32;50
26/08/2017;5;6;15;25;39;53
30/08/2017;4;5;7;34;42;60
02/09/2017;2;27;32;36;48;50
06/09/2017;26;28;35;38;48;55
09/09/2017;10;13;19;32;40;60
13/09/2017;13;30;32;39;46;54
16/09/2017;35;36;39;44;48;52
19/09/2017;8;20;30;32;48;59
21/09/2017;5;10;18;24;39;52
23/09/2017;4;10;41;44;52;54
27/09/2017;9;16;20;54;57;59
30/09/2017;1;12;16;17;52;60
04/10/2017;4;19;27;38;54;57
07/10/2017;8;11;24;26;47;57
11/10/2017;12;14;19;25;52;59
14/10/2017;3;16;28;32;34;37
17/10/2017;2;6;22;44;55;57
19/10/2017;22;23;29;32;38;45
21/10/2017;12;16;17;18;34;37
25/10/2017;6;15;19;37;39;53
28/10/2017;4;14;20;24;46;50
01/11/2017;5;6;10;14;22;36
04/11/2017;21;29;32;35;43;50
07/11/2017;9;28;29;34;36;55
09/11/2017;23;36;43;44;55;56
11/11/2017;10;14;31;34;45;58
16/11/2017;5;10;39;42;46;54
18/11/2017;15;22;30;32;40;58
22/11/2017;11;24;26;34;37;59
25/11/2017;19;20;28;34;36;44
29/11/2017;5;11;13;21;53;54
02/12/2017;6;17;33;48;50;57
06/12/2017;2;5;12;32;40;44
09/12/2017;14;26;29;35;37;39
13/12/2017;7;20;21;24;40;56
16/12/2017;1;7;14;31;35;46
19/12/2017;8;21;24;25;52;57
21/12/2017;15;37;38;42;49;50
31/12/2017;3;6;10;17;34;37
03/01/2018;20;22;36;42;52;60
06/01/2018;4;28;30;38;46;59
10/01/2018;28;34;40;43;50;51
13/01/2018;1;5;14;23;35;45
17/01/2018;11;19;22;33;34;53
20/01/2018;1;9;14;20;25;54
24/01/2018;4;14;39;41;54;58
27/01/2018;22;27;33;42;58;59
31/01/2018;1;37;44;46;48;50
03/02/2018;8;10;18;34;39;56
06/02/2018;2;28;32;35;54;58
08/02/2018;8;11;27;35;36;51
10/02/2018;6;23;30;36;53;56
14/02/2018;16;32;40;46;53;56
17/02/2018;17;18;27;32;39;58
21/02/2018;4;11;17;18;21;48
24/02/2018;2;10;11;24;38;56
28/02/2018;11;22;25;27;55;59
03/03/2018;23;41;46;52;54;59
07/03/2018;2;36;46;48;57;60
10/03/2018;7;14;32;37;40;60
14/03/2018;4;28;45;48;52;60
17/03/2018;1;6;7;8;23;56
21/03/2018;16;20;23;29;35;47
24/03/2018;4;24;46;52;55;56
28/03/2018;10;23;31;33;51;52
31/03/2018;11;15;29;37;39;44
04/04/2018;7;11;24;36;42;58
07/04/2018;6;15;18;33;37;40
11/04/2018;4;27;38;40;58;59
14/04/2018;18;23;37;39;50;55
17/04/2018;6;14;19;20;39;53
20/04/2018;10;18;33;38;40;43
25/04/2018;6;7;13;17;22;56
28/04/2018;30;35;36;38;49;52
02/05/2018;7;8;19;23;27;58
05/05/2018;14;16;23;30;45;60
08/05/2018;6;25;26;35;38;40
10/05/2018;6;12;22;28;31;44
12/05/2018;6;9;41;54;56;58
16/05/2018;10;12;22;25;42;54
19/05/2018;14;22;29;32;33;35
23/05/2018;21;38;53;56;57;58
26/05/2018;7;14;47;54;56;60
30/05/2018;15;25;27;45;46;50
02/06/2018;3;6;11;27;28;46
06/06/2018;1;18;19;29;44;54
09/06/2018;10;19;26;35;38;39
13/06/2018;10;19;27;31;51;53
16/06/2018;8;31;32;33;38;50
20/06/2018;1;5;6;37;44;53
23/06/2018;50;51;56;57;58;59
27/06/2018;12;22;27;37;40;55
30/06/2018;4;7;12;22;26;39
03/07/2018;6;25;35;43;46;53
05/07/2018;18;22;29;34;36;47
07/07/2018;10;13;20;37;38;54
11/07/2018;4;19;23;29;56;59
14/07/2018;4;5;36;40;44;56
18/07/2018;8;9;11;25;39;41
21/07/2018;33;36;40;44;45;54
25/07/2018;8;10;15;23;25;34
28/07/2018;6;10;19;24;25;29
01/08/2018;10;14;36;53;55;60
04/08/2018;4;11;20;30;37;43
08/08/2018;6;25;27;35;45;55
11/08/2018;2;11;13;26;32;59
14/08/2018;3;5;9;40;42;47
16/08/2018;3;17;34;35;40;48
18/08/2018;5;26;27;34;42;48
22/08/2018;24;33;34;35;46;60
25/08/2018;10;12;13;20;22;54
29/08/2018;12;15;18;30;52;55
01/09/2018;8;18;23;37;42;58
05/09/2018;7;9;23;33;57;59
08/09/2018;5;6;12;15;22;43
12/09/2018;13;16;26;35;37;39
15/09/2018;2;11;15;30;36;39
18/09/2018;1;2;14;37;55;58
20/09/2018;10;22;40;46;55;58
22/09/2018;13;18;35;40;41;42
26/09/2018;6;25;33;42;48;49
29/09/2018;1;18;19;33;56;60
03/10/2018;7;20;26;37;38;39
06/10/2018;12;21;25;37;38;49
10/10/2018;4;35;43;46;47;53
13/10/2018;2;18;19;23;34;53
17/10/2018;3;14;24;27;38;56
20/10/2018;5;10;32;38;48;49
23/10/2018;8;11;18;37;40;51
25/10/2018;10;11;12;37;38;59
27/10/2018;11;13;15;17;22;27
31/10/2018;8;14;27;34;52;54
03/11/2018;4;16;19;31;33;44
07/11/2018;16;29;35;43;49;56
10/11/2018;6;11;13;19;24;51
14/11/2018;9;24;28;45;49;51
17/11/2018;2;8;18;27;38;60
21/11/2018;5;15;20;27;30;58
24/11/2018;1;10;11;13;35;49
28/11/2018;2;8;18;37;56;58
01/12/2018;4;6;17;34;51;57
04/12/2018;3;13;40;44;46;50
06/12/2018;2;10;12;27;45;56
08/12/2018;11;13;16;24;31;46
12/12/2018;3;27;36;39;40;43
15/12/2018;8;38;44;50;56;60
18/12/2018;19;22;29;41;44;59
20/12/2018;4;12;16;34;44;49
31/12/2018;5;10;12;18;25;33
02/01/2019;1;41;44;46;54;58
05/01/2019;17;39;43;46;52;53
09/01/2019;11;14;21;25;46;50
12/01/2019;17;25;30;35;42;57
15/01/2019;4;19;27;35;40;44
17/01/2019;1;9;19;21;34;54
19/01/2019;4;28;29;30;43;52
23/01/2019;11;12;20;40;41;46
26/01/2019;19;21;26;31;42;49
30/01/2019;13;20;24;25;38;41
02/02/2019;8;10;17;29;37;40
06/02/2019;3;11;15;21;27;49
09/02/2019;14;15;47;50;56;59
13/02/2019;2;11;20;31;43;47
16/02/2019;1;31;44;46;53;58
20/02/2019;7;12;24;27;39;58
23/02/2019;1;7;28;30;44;46
26/02/2019;11;16;24;46;54;55
28/02/2019;6;12;31;32;46;60
02/03/2019;13;16;36;53;54;55
06/03/2019;2;3;6;18;20;28
09/03/2019;5;18;30;35;39;60
13/03/2019;19;20;26;51;52;57
16/03/2019;6;21;34;46;54;59
20/03/2019;9;23;28;40;48;59
23/03/2019;1;8;11;22;30;35
27/03/2019;1;2;11;12;34;49
30/03/2019;4;13;14;21;30;34
03/04/2019;14;23;29;41;57;58
06/04/2019;17;20;26;36;42;54
10/04/2019;10;11;17;19;37;41
13/04/2019;7;40;44;50;52;57
17/04/2019;2;12;35;51;57;58
20/04/2019;7;16;21;33;55;60
24/04/2019;6;8;28;51;53;59
27/04/2019;16;18;31;39;42;44
02/05/2019;17;19;37;41;42;49
04/05/2019;8;15;32;33;58;59
08/05/2019;21;23;37;44;46;48
11/05/2019;23;24;26;38;42;49
15/05/2019;2;14;18;29;36;38
18/05/2019;26;29;36;49;50;59
22/05/2019;8;13;28;31;32;33
25/05/2019;7;25;41;47;50;53
29/05/2019;2;6;27;37;44;47
01/06/2019;1;6;23;26;39;49
05/06/2019;31;33;34;35;39;48
08/06/2019;9;27;35;45;46;59
12/06/2019;14;26;35;38;45;53
15/06/2019;1;19;46;47;49;53
19/06/2019;8;9;10;24;42;44
22/06/2019;11;16;22;30;34;42
26/06/2019;8;18;20;24;36;45
29/06/2019;16;17;25;47;48;58
03/07/2019;5;37;43;49;54;56
06/07/2019;3;19;34;44;56;58
09/07/2019;27;37;38;43;45;54
11/07/2019;1;4;25;27;29;37
13/07/2019;7;34;45;51;54;59
17/07/2019;10;21;24;36;38;51
20/07/2019;12;13;19;36;44;55
24/07/2019;9;24;28;37;43;57
27/07/2019;2;9;42;44;48;50
31/07/2019;10;15;34;36;56;60
03/08/2019;7;25;32;43;53;55
06/08/2019;8;23;25;39;43;44
08/08/2019;9;11;14;31;48;51
10/08/2019;2;16;21;42;50;56
14/08/2019;2;13;24;35;50;54
17/08/2019;10;12;16;21;28;38
21/08/2019;1;8;19;33;36;48
24/08/2019;19;22;39;46;47;59
28/08/2019;13;26;30;34;43;51
31/08/2019;15;36;45;51;52;59
04/09/2019;9;18;19;22;42;47
09/09/2019;12;18;19;27;41;46
11/09/2019;10;11;16;21;46;50
14/09/2019;2;17;21;28;51;60
18/09/2019;4;11;16;22;29;33
21/09/2019;5;9;20;25;35;53
24/09/2019;4;8;26;33;46;53
26/09/2019;7;16;37;53;57;59
28/09/2019;7;8;22;27;29;42
02/10/2019;8;16;20;21;31;34
05/10/2019;14;24;32;38;46;53
09/10/2019;1;25;27;28;41;56
14/10/2019;3;11;29;35;44;57
16/10/2019;1;11;34;36;44;56
19/10/2019;15;23;30;35;38;44
22/10/2019;11;15;28;36;43;55
24/10/2019;3;13;23;41;49;53
26/10/2019;11;29;37;38;43;60
30/10/2019;17;34;46;49;50;57
04/11/2019;1;28;29;32;35;56
06/11/2019;12;21;28;37;42;57
09/11/2019;6;27;38;42;45;57
13/11/2019;6;10;11;43;53;55
16/11/2019;16;25;30;40;45;49
20/11/2019;22;25;28;32;33;47
23/11/2019;11;17;24;25;33;34
27/11/2019;27;36;40;41;44;54
30/11/2019;23;26;51;52;53;58
04/12/2019;5;7;10;32;46;60
07/12/2019;4;10;18;30;34;47
11/12/2019;1;19;21;23;33;43
14/12/2019;10;24;42;43;48;49
17/12/2019;10;14;16;30;32;36
19/12/2019;6;16;22;38;48;52
21/12/2019;8;28;36;45;57;59
31/12/2019;3;35;38;40;57;58
04/01/2020;5;23;34;45;56;57
08/01/2020;13;14;29;30;48;59
11/01/2020;2;26;40;42;49;56
